date, pm25, pm10, o3, no2, so2, co,country
2019/1/29, 231, 129, 27, 17, 8, ,heze
2019/1/30, 197, 81, 30, 10, 6, ,heze
2019/1/31, 115, 79, 40, 10, 5, ,heze
2019/2/1, 154, 84, 29, 9, 4, ,heze
2019/2/2, 175, 131, 34, 12, 5, ,heze
2019/2/3, 212, 142, 48, 8, 7, ,heze
2019/2/4, 201, 188, 46, 8, 11, ,heze
2019/2/5, 302, 228, 21, 10, 5, ,heze
2019/2/6, 304, 77, 34, 6, 6, ,heze
2019/2/7, 119, 65, 24, 10, 7, ,heze
2019/2/8, 121, 77, 34, 10, 9, ,heze
2019/2/9, 142, 58, 30, 8, 6, ,heze
2019/2/10, 134, 81, 43, 9, 5, ,heze
2019/2/11, 170, 91, 33, 11, 7, ,heze
2019/2/12, 174, 112, 15, 12, 5, ,heze
2019/2/13, 197, 74, 16, 10, 5, ,heze
2019/2/14, 168, 91, 37, 11, 7, ,heze
2019/2/15, 177, 88, 41, 13, 7, ,heze
2019/2/16, 159, 77, 34, 20, 11, ,heze
2019/2/17, 145, 81, 30, 18, 12, ,heze
2019/2/18, 157, 130, 30, 16, 4, ,heze
2019/2/19, 209, 251, 37, 23, 17, ,heze
2019/2/20, 359, 166, 29, 24, 6, ,heze
2019/2/21, 263, 155, 55, 28, 8, ,heze
2019/2/22, 254, 124, 73, 35, 10, ,heze
2019/2/23, 208, 134, 71, 30, 8, ,heze
2019/2/24, 208, 147, 79, 37, 14, ,heze
2019/2/25, 214, 144, 33, 32, 12, ,heze
2019/2/26, 220, 79, 50, 19, 10, ,heze
2019/2/27, 146, 83, 54, 18, 6, ,heze
2019/2/28, 155, 106, 55, 23, 8, ,heze
2019/3/1, 174, 132, 56, 34, 9, ,heze
2019/3/2, 189, 90, 53, 11, 6, ,heze
2019/3/3, 165, 84, 43, 11, 6, ,heze
2019/3/4, 159, 91, 74, 21, 7, ,heze
2019/3/5, 165, 117, 41, 21, 7, ,heze
2019/3/6, 120, 83, 43, 23, 8, ,heze
2019/3/7, 108, 75, 47, 24, 8, ,heze
2019/3/8, 111, 88, 57, 21, 8, ,heze
2019/3/9, 143, 129, 63, 25, 7, ,heze
2019/3/10, 174, 103, 43, 18, 7, ,heze
2019/3/11, 122, 96, 38, 14, 5, ,heze
2019/3/12, 70, 86, 40, 20, 9, ,heze
2019/3/13, 103, 96, 43, 23, 11, ,heze
2019/3/14, 130, 96, 47, 23, 11, ,heze
2019/3/15, 112, 83, 51, 21, 9, ,heze
2019/3/16, 101, 114, 60, 25, 11, ,heze
2019/3/17, 156, 111, 58, 12, 8, ,heze
2019/3/18, 131, 83, 65, 13, 8, ,heze
2019/3/19, 128, 83, 61, 19, 8, ,heze
2019/3/20, 162, 166, 36, 16, 6, ,heze
2019/3/21, 96, 69, 43, 22, 11, ,heze
2019/3/22, 102, 78, 40, 19, 13, ,heze
